% {"flow_id": 6969, "openml_server": "https://www.openml.org/api/v1/xml", "col_parameters": ["classifier__bootstrap", "classifier__criterion", "classifier__max_depth", "classifier__max_features", "classifier__max_leaf_nodes", "classifier__min_samples_leaf", "classifier__min_samples_split", "classifier__min_weight_fraction_leaf", "classifier__n_estimators", "imputation__strategy"], "col_measures": ["predictive_accuracy"], "normalized_y": false, "study_id": "OpenML100", "num_runs": 500}
@RELATION openml-meta-flow-6969

@ATTRIBUTE classifier__bootstrap {True, False}
@ATTRIBUTE classifier__criterion {entropy, gini}
@ATTRIBUTE classifier__max_depth {None}
@ATTRIBUTE classifier__max_features NUMERIC
@ATTRIBUTE classifier__max_leaf_nodes {None}
@ATTRIBUTE classifier__min_samples_leaf {18, 20, 2, 7, 3, 6, 16, 14, 9, 15, 4, 8, 17, 12, 10, 13, 5, 11, 19, 1}
@ATTRIBUTE classifier__min_samples_split {9, 19, 15, 2, 4, 10, 18, 20, 5, 8, 3, 17, 7, 14, 6, 12, 16, 11, 13}
@ATTRIBUTE classifier__min_weight_fraction_leaf NUMERIC
@ATTRIBUTE classifier__n_estimators {100}
@ATTRIBUTE imputation__strategy {median, most_frequent, mean}
@ATTRIBUTE y NUMERIC
@ATTRIBUTE task_id NUMERIC

@DATA
False,entropy,None,0.8240274930921249,None,1,20,0.0,100,most_frequent,0.188206,3560
True,gini,None,0.7282258181249891,None,5,12,0.0,100,median,0.214555,3560
False,entropy,None,0.5081000032972497,None,12,13,0.0,100,mean,0.186951,3560
False,gini,None,0.6414366954337456,None,3,10,0.0,100,median,0.203262,3560
True,gini,None,0.2785319537149509,None,20,16,0.0,100,mean,0.207026,3560
False,gini,None,0.3552415077816553,None,16,12,0.0,100,most_frequent,0.193225,3560
False,gini,None,0.5240619628786426,None,1,19,0.0,100,median,0.195734,3560
False,entropy,None,0.3407169040847715,None,7,20,0.0,100,mean,0.217064,3560
False,entropy,None,0.5055928798159898,None,19,5,0.0,100,mean,0.199498,3560
True,entropy,None,0.6855385389819565,None,14,10,0.0,100,most_frequent,0.204517,3560
False,entropy,None,0.7860299125662095,None,17,6,0.0,100,median,0.183187,3560
True,entropy,None,0.2539302275407483,None,2,8,0.0,100,most_frequent,0.205772,3560
True,gini,None,0.8188619631153672,None,14,10,0.0,100,most_frequent,0.19197,3560
True,gini,None,0.2839642385461539,None,20,20,0.0,100,median,0.227102,3560
False,entropy,None,0.34268807986178307,None,15,8,0.0,100,mean,0.196989,3560
False,gini,None,0.6382549358333593,None,19,18,0.0,100,mean,0.19197,3560
True,entropy,None,0.5935808815307054,None,2,19,0.0,100,median,0.212045,3560
True,gini,None,0.7161519382773844,None,9,15,0.0,100,most_frequent,0.202008,3560
True,gini,None,0.4031727353662625,None,5,18,0.0,100,mean,0.202008,3560
True,entropy,None,0.7996022438847764,None,1,4,0.0,100,most_frequent,0.21079,3560
False,entropy,None,0.18269694852948462,None,18,14,0.0,100,median,0.217064,3560
True,gini,None,0.6875807764628317,None,2,3,0.0,100,mean,0.212045,3560
False,gini,None,0.6880525112874649,None,5,7,0.0,100,mean,0.212045,3560
True,entropy,None,0.5229264163626085,None,2,19,0.0,100,most_frequent,0.215809,3560
True,gini,None,0.49093373006466445,None,9,5,0.0,100,most_frequent,0.202008,3560
True,entropy,None,0.14822302178208258,None,5,18,0.0,100,most_frequent,0.204517,3560
False,entropy,None,0.40783026938520994,None,4,12,0.0,100,most_frequent,0.21079,3560
False,gini,None,0.5700865222094355,None,16,16,0.0,100,mean,0.19197,3560
True,entropy,None,0.8970914028315626,None,3,19,0.0,100,mean,0.207026,3560
False,gini,None,0.10498975331853605,None,14,9,0.0,100,most_frequent,0.225847,3560
True,gini,None,0.11447396905626422,None,11,8,0.0,100,median,0.21079,3560
True,entropy,None,0.20454917912389947,None,5,12,0.0,100,mean,0.2133,3560
False,entropy,None,0.1961297514924315,None,16,20,0.0,100,median,0.215809,3560
True,entropy,None,0.6313578555955318,None,11,19,0.0,100,mean,0.208281,3560
True,gini,None,0.703246394733272,None,17,9,0.0,100,mean,0.198243,3560
False,entropy,None,0.47858392841205666,None,7,17,0.0,100,mean,0.204517,3560
True,gini,None,0.528879273603088,None,6,11,0.0,100,most_frequent,0.202008,3560
False,gini,None,0.8952887415479376,None,17,20,0.0,100,median,0.194479,3560
True,gini,None,0.4358666056138424,None,5,12,0.0,100,most_frequent,0.228356,3560
False,entropy,None,0.7449851405668663,None,3,5,0.0,100,most_frequent,0.203262,3560
False,entropy,None,0.42711082743784756,None,11,14,0.0,100,mean,0.196989,3560
False,entropy,None,0.5243408057854323,None,14,11,0.0,100,mean,0.195734,3560
False,entropy,None,0.5859763658743816,None,1,19,0.0,100,median,0.193225,3560
True,entropy,None,0.4125379618532232,None,7,3,0.0,100,median,0.190715,3560
True,gini,None,0.3260910655352134,None,13,14,0.0,100,median,0.205772,3560
False,entropy,None,0.6206065327857653,None,17,8,0.0,100,median,0.19197,3560
True,gini,None,0.7032301738246356,None,2,8,0.0,100,median,0.207026,3560
False,gini,None,0.5491923099853775,None,11,5,0.0,100,mean,0.185696,3560
False,entropy,None,0.4650533212740884,None,9,17,0.0,100,most_frequent,0.185696,3560
True,gini,None,0.7912718938799862,None,8,13,0.0,100,most_frequent,0.207026,3560
True,gini,None,0.8871321927287025,None,12,13,0.0,100,most_frequent,0.199498,3560
False,gini,None,0.6683589651771498,None,7,15,0.0,100,median,0.203262,3560
False,entropy,None,0.679555523756508,None,4,17,0.0,100,median,0.199498,3560
False,entropy,None,0.8657697766058363,None,4,20,0.0,100,median,0.190715,3560
False,entropy,None,0.10777605667673083,None,20,3,0.0,100,mean,0.212045,3560
False,gini,None,0.3845321232906105,None,4,13,0.0,100,most_frequent,0.212045,3560
False,entropy,None,0.3129498958112149,None,8,16,0.0,100,most_frequent,0.205772,3560
True,entropy,None,0.6128511653069457,None,3,5,0.0,100,most_frequent,0.207026,3560
False,gini,None,0.7183989206263081,None,19,17,0.0,100,median,0.199498,3560
False,gini,None,0.819676558888392,None,1,4,0.0,100,median,0.207026,3560
False,entropy,None,0.42382472229980206,None,7,18,0.0,100,median,0.214555,3560
False,entropy,None,0.31605764629101896,None,2,12,0.0,100,median,0.215809,3560
False,entropy,None,0.40335653932913373,None,5,8,0.0,100,median,0.223338,3560
True,gini,None,0.18942309877647015,None,8,2,0.0,100,median,0.21079,3560
False,gini,None,0.29121004292907476,None,14,19,0.0,100,most_frequent,0.193225,3560
False,entropy,None,0.2858247507517205,None,8,9,0.0,100,median,0.2133,3560
True,gini,None,0.741165714103557,None,13,19,0.0,100,mean,0.198243,3560
False,entropy,None,0.6353667101560303,None,20,15,0.0,100,median,0.19197,3560
False,entropy,None,0.5056800782422907,None,1,6,0.0,100,median,0.204517,3560
True,gini,None,0.25363423725717854,None,11,2,0.0,100,mean,0.205772,3560
False,entropy,None,0.8364312383426658,None,19,18,0.0,100,median,0.199498,3560
True,gini,None,0.6429756579758734,None,15,6,0.0,100,most_frequent,0.196989,3560
False,entropy,None,0.10607459358591936,None,4,20,0.0,100,median,0.215809,3560
False,entropy,None,0.7927450791474463,None,17,17,0.0,100,most_frequent,0.185696,3560
True,gini,None,0.6212352980921648,None,8,7,0.0,100,mean,0.21079,3560
False,entropy,None,0.2852672101034741,None,9,11,0.0,100,median,0.214555,3560
False,entropy,None,0.23253829979229712,None,17,17,0.0,100,most_frequent,0.196989,3560
True,entropy,None,0.533113828357221,None,19,16,0.0,100,most_frequent,0.209536,3560
True,gini,None,0.8269785738553049,None,6,11,0.0,100,mean,0.203262,3560
True,gini,None,0.5803564255534382,None,1,13,0.0,100,mean,0.207026,3560
True,entropy,None,0.7497894810927085,None,4,5,0.0,100,median,0.209536,3560
False,gini,None,0.7423114034409988,None,15,20,0.0,100,median,0.188206,3560
False,gini,None,0.5524657379704738,None,12,3,0.0,100,most_frequent,0.185696,3560
True,gini,None,0.14709909328383974,None,10,17,0.0,100,mean,0.21079,3560
False,entropy,None,0.2735231655945133,None,3,13,0.0,100,mean,0.217064,3560
False,entropy,None,0.696617220419141,None,16,8,0.0,100,most_frequent,0.181932,3560
False,entropy,None,0.8853222654029523,None,20,4,0.0,100,most_frequent,0.199498,3560
True,entropy,None,0.7573799600411796,None,11,7,0.0,100,mean,0.193225,3560
False,gini,None,0.4820142962013779,None,20,4,0.0,100,most_frequent,0.199498,3560
False,entropy,None,0.5219630951401796,None,16,8,0.0,100,mean,0.196989,3560
True,entropy,None,0.7258714603311364,None,6,20,0.0,100,most_frequent,0.222083,3560
False,entropy,None,0.3848439997079559,None,12,10,0.0,100,most_frequent,0.194479,3560
False,gini,None,0.7851009337737217,None,16,15,0.0,100,median,0.180678,3560
True,entropy,None,0.29941014619954287,None,7,12,0.0,100,mean,0.209536,3560
True,entropy,None,0.382796300181096,None,10,11,0.0,100,mean,0.208281,3560
False,entropy,None,0.484268344326794,None,20,12,0.0,100,median,0.200753,3560
True,gini,None,0.24806843429996706,None,6,6,0.0,100,median,0.203262,3560
True,entropy,None,0.1930163224289439,None,9,19,0.0,100,most_frequent,0.212045,3560
False,gini,None,0.7900702320991732,None,4,19,0.0,100,most_frequent,0.198243,3560
True,entropy,None,0.42132467524707384,None,8,12,0.0,100,most_frequent,0.199498,3560
True,entropy,None,0.6044307609780799,None,14,13,0.0,100,mean,0.18946,3560
False,gini,None,0.7453000039156691,None,17,6,0.0,100,most_frequent,0.176913,3560
False,entropy,None,0.6780855121996091,None,11,15,0.0,100,mean,0.183187,3560
False,entropy,None,0.17064547035900174,None,3,6,0.0,100,most_frequent,0.214555,3560
False,gini,None,0.6184151378244135,None,13,5,0.0,100,mean,0.175659,3560
True,entropy,None,0.8607629113520615,None,3,13,0.0,100,median,0.202008,3560
False,entropy,None,0.45062465079602043,None,15,6,0.0,100,median,0.196989,3560
True,gini,None,0.24919631287495161,None,9,18,0.0,100,mean,0.200753,3560
False,entropy,None,0.7664879620110941,None,8,15,0.0,100,median,0.194479,3560
False,gini,None,0.8231535272459757,None,11,8,0.0,100,most_frequent,0.19197,3560
False,gini,None,0.32415362479651955,None,6,16,0.0,100,median,0.21079,3560
False,entropy,None,0.6298839394246595,None,13,15,0.0,100,mean,0.186951,3560
True,entropy,None,0.4865654109552179,None,4,6,0.0,100,mean,0.21079,3560
True,entropy,None,0.30374996731775117,None,18,3,0.0,100,median,0.217064,3560
False,entropy,None,0.1861975290551203,None,3,17,0.0,100,most_frequent,0.205772,3560
True,entropy,None,0.7131011964044366,None,13,19,0.0,100,mean,0.205772,3560
True,gini,None,0.5687541279942105,None,20,17,0.0,100,median,0.21079,3560
True,gini,None,0.18776509502289473,None,6,7,0.0,100,mean,0.199498,3560
False,gini,None,0.2005989589755174,None,4,8,0.0,100,median,0.223338,3560
False,gini,None,0.6663872489189552,None,9,3,0.0,100,mean,0.19197,3560
True,gini,None,0.6603285635044371,None,17,19,0.0,100,mean,0.199498,3560
False,gini,None,0.12481484760502948,None,13,4,0.0,100,median,0.215809,3560
False,gini,None,0.4446418075576938,None,15,19,0.0,100,median,0.194479,3560
True,gini,None,0.7137449263519051,None,10,16,0.0,100,most_frequent,0.19197,3560
False,entropy,None,0.8286947568477786,None,11,7,0.0,100,median,0.176913,3560
False,entropy,None,0.7350601577217233,None,12,17,0.0,100,most_frequent,0.181932,3560
False,gini,None,0.8928928661467394,None,8,9,0.0,100,mean,0.184442,3560
True,entropy,None,0.2540746613614461,None,5,19,0.0,100,median,0.208281,3560
False,entropy,None,0.5022013475140125,None,14,19,0.0,100,mean,0.200753,3560
False,gini,None,0.559077887428575,None,19,8,0.0,100,most_frequent,0.200753,3560
True,gini,None,0.8488058795935961,None,20,12,0.0,100,most_frequent,0.217064,3560
True,entropy,None,0.765340675290504,None,18,8,0.0,100,median,0.194479,3560
True,gini,None,0.3553123073775585,None,9,10,0.0,100,most_frequent,0.199498,3560
True,gini,None,0.43429140110202336,None,11,11,0.0,100,most_frequent,0.198243,3560
False,entropy,None,0.7199645275986567,None,8,3,0.0,100,mean,0.188206,3560
False,gini,None,0.8481142245799045,None,3,13,0.0,100,most_frequent,0.202008,3560
True,entropy,None,0.17863608346132162,None,3,20,0.0,100,mean,0.2133,3560
True,entropy,None,0.6146714743384248,None,19,2,0.0,100,median,0.202008,3560
False,gini,None,0.6466536990579687,None,11,7,0.0,100,most_frequent,0.179423,3560
True,gini,None,0.2338119156646557,None,19,2,0.0,100,mean,0.215809,3560
True,gini,None,0.7049884675447865,None,4,16,0.0,100,mean,0.21079,3560
False,entropy,None,0.5536630422555642,None,20,12,0.0,100,median,0.205772,3560
False,gini,None,0.6785170083864638,None,7,18,0.0,100,median,0.200753,3560
False,entropy,None,0.5156809482053236,None,17,2,0.0,100,median,0.194479,3560
False,entropy,None,0.8617646575732766,None,15,2,0.0,100,most_frequent,0.185696,3560
False,gini,None,0.33798417577959783,None,4,16,0.0,100,mean,0.204517,3560
False,entropy,None,0.8145028146122515,None,6,4,0.0,100,median,0.218319,3560
True,gini,None,0.523486800698361,None,16,20,0.0,100,median,0.194479,3560
False,entropy,None,0.5326025873425602,None,15,15,0.0,100,mean,0.190715,3560
False,gini,None,0.3393119788831449,None,2,19,0.0,100,most_frequent,0.204517,3560
False,gini,None,0.17603151355197638,None,5,19,0.0,100,most_frequent,0.229611,3560
False,gini,None,0.6637309255793727,None,8,7,0.0,100,median,0.193225,3560
True,entropy,None,0.40722765925772986,None,19,16,0.0,100,most_frequent,0.199498,3560
False,gini,None,0.8555657015081568,None,17,15,0.0,100,mean,0.190715,3560
False,entropy,None,0.2800335636319987,None,9,9,0.0,100,median,0.195734,3560
False,entropy,None,0.45722159525620776,None,3,11,0.0,100,mean,0.208281,3560
False,entropy,None,0.19492142483264463,None,20,8,0.0,100,most_frequent,0.205772,3560
True,entropy,None,0.5701112090451087,None,11,15,0.0,100,mean,0.194479,3560
True,gini,None,0.18024185910086726,None,9,3,0.0,100,mean,0.212045,3560
True,gini,None,0.4876924761700745,None,13,5,0.0,100,median,0.196989,3560
False,gini,None,0.225976947676525,None,6,8,0.0,100,mean,0.224592,3560
False,gini,None,0.19286427108984558,None,13,11,0.0,100,median,0.207026,3560
True,entropy,None,0.7506969723450866,None,13,11,0.0,100,mean,0.199498,3560
True,entropy,None,0.3134386469853978,None,12,3,0.0,100,mean,0.199498,3560
True,gini,None,0.5962167711485019,None,1,4,0.0,100,mean,0.199498,3560
True,entropy,None,0.8199331214477978,None,11,14,0.0,100,mean,0.205772,3560
False,entropy,None,0.8242785675959075,None,4,12,0.0,100,most_frequent,0.202008,3560
False,entropy,None,0.8215526615416315,None,1,5,0.0,100,median,0.215809,3560
True,entropy,None,0.17773627170250805,None,14,13,0.0,100,median,0.217064,3560
False,entropy,None,0.6392279228092791,None,11,13,0.0,100,most_frequent,0.169385,3560
True,gini,None,0.5687435553101556,None,7,19,0.0,100,median,0.202008,3560
False,entropy,None,0.1994509541474523,None,12,5,0.0,100,mean,0.207026,3560
False,entropy,None,0.8059934533825991,None,7,17,0.0,100,most_frequent,0.195734,3560
True,entropy,None,0.2702414205751448,None,5,18,0.0,100,median,0.2133,3560
True,entropy,None,0.7651023008835465,None,13,2,0.0,100,mean,0.184442,3560
False,gini,None,0.40717668797022566,None,11,11,0.0,100,median,0.18946,3560
True,gini,None,0.5699650876338049,None,19,19,0.0,100,most_frequent,0.217064,3560
True,entropy,None,0.5733231404295868,None,7,5,0.0,100,mean,0.198243,3560
True,gini,None,0.6423799556426306,None,9,17,0.0,100,median,0.203262,3560
True,entropy,None,0.6674228473275498,None,3,14,0.0,100,mean,0.212045,3560
False,entropy,None,0.20462158713976059,None,15,11,0.0,100,median,0.2133,3560
True,gini,None,0.7271996759119211,None,2,10,0.0,100,mean,0.208281,3560
False,gini,None,0.4224242508229049,None,10,8,0.0,100,most_frequent,0.18946,3560
True,gini,None,0.1772656444005543,None,16,12,0.0,100,mean,0.224592,3560
False,gini,None,0.7751484097926701,None,1,8,0.0,100,median,0.209536,3560
True,gini,None,0.16370318765028494,None,19,3,0.0,100,median,0.208281,3560
False,entropy,None,0.5300756657904562,None,12,7,0.0,100,mean,0.184442,3560
False,gini,None,0.6444551917769866,None,3,6,0.0,100,median,0.208281,3560
False,entropy,None,0.6485545706252034,None,11,20,0.0,100,most_frequent,0.175659,3560
False,entropy,None,0.4288610792723977,None,6,15,0.0,100,most_frequent,0.2133,3560
False,gini,None,0.8264338618518368,None,2,4,0.0,100,mean,0.215809,3560
False,entropy,None,0.4235883195021536,None,20,20,0.0,100,most_frequent,0.198243,3560
False,gini,None,0.8920033322250722,None,11,9,0.0,100,median,0.18946,3560
False,gini,None,0.7562385920364203,None,7,14,0.0,100,median,0.203262,3560
True,entropy,None,0.6909479176196479,None,5,19,0.0,100,mean,0.215809,3560
False,gini,None,0.1411446563553036,None,20,16,0.0,100,mean,0.215809,3560
False,entropy,None,0.47189128625843,None,17,15,0.0,100,most_frequent,0.195734,3560
True,entropy,None,0.5010737156735064,None,8,5,0.0,100,median,0.205772,3560
True,gini,None,0.7534734745138234,None,7,20,0.0,100,mean,0.203262,3560
True,entropy,None,0.671839525154865,None,17,7,0.0,100,mean,0.199498,3560
True,entropy,None,0.45340492053330395,None,9,3,0.0,100,most_frequent,0.19197,3560
False,entropy,None,0.45567606171317365,None,16,15,0.0,100,median,0.18946,3560
False,entropy,None,0.2803482730431899,None,10,15,0.0,100,mean,0.204517,3560
True,gini,None,0.8588849329025029,None,17,8,0.0,100,mean,0.190715,3560
True,entropy,None,0.10495596233542762,None,17,4,0.0,100,most_frequent,0.212045,3560
False,gini,None,0.3058673500088315,None,9,15,0.0,100,most_frequent,0.199498,3560
True,gini,None,0.34142549220710317,None,18,19,0.0,100,mean,0.207026,3560
False,entropy,None,0.6604746629177723,None,15,9,0.0,100,mean,0.190715,3560
True,entropy,None,0.830584244529932,None,15,13,0.0,100,most_frequent,0.186951,3560
False,entropy,None,0.426171170696108,None,12,4,0.0,100,median,0.19197,3560
False,entropy,None,0.4622047411166529,None,9,2,0.0,100,mean,0.19197,3560
False,entropy,None,0.6621414964152665,None,18,11,0.0,100,median,0.18946,3560
True,gini,None,0.7518450172229824,None,11,8,0.0,100,mean,0.194479,3560
False,entropy,None,0.6869275721377336,None,3,13,0.0,100,mean,0.208281,3560
False,entropy,None,0.41806598123873306,None,10,6,0.0,100,median,0.200753,3560
True,entropy,None,0.33123682311914604,None,7,19,0.0,100,median,0.196989,3560
False,entropy,None,0.6237925198883212,None,19,18,0.0,100,median,0.194479,3560
True,gini,None,0.80031937506631,None,19,12,0.0,100,mean,0.202008,3560
True,entropy,None,0.2525961087596865,None,11,19,0.0,100,mean,0.204517,3560
True,gini,None,0.8773543471373938,None,18,18,0.0,100,median,0.198243,3560
True,entropy,None,0.495562148594098,None,2,3,0.0,100,most_frequent,0.212045,3560
True,gini,None,0.8181388474907715,None,7,3,0.0,100,mean,0.207026,3560
False,gini,None,0.41925844498021125,None,7,6,0.0,100,most_frequent,0.208281,3560
True,gini,None,0.649940598681209,None,15,7,0.0,100,most_frequent,0.202008,3560
True,entropy,None,0.4238368345172573,None,3,18,0.0,100,mean,0.21079,3560
False,gini,None,0.22725547073911595,None,11,14,0.0,100,median,0.203262,3560
False,entropy,None,0.5128947217620795,None,8,10,0.0,100,median,0.19197,3560
False,entropy,None,0.2428329850216775,None,6,3,0.0,100,mean,0.223338,3560
False,entropy,None,0.5727773895845231,None,16,10,0.0,100,mean,0.190715,3560
True,gini,None,0.8359674320761694,None,11,8,0.0,100,most_frequent,0.202008,3560
False,gini,None,0.10782361930104152,None,13,19,0.0,100,median,0.21079,3560
False,gini,None,0.21889733225213448,None,10,20,0.0,100,mean,0.214555,3560
False,entropy,None,0.5446607132661668,None,15,15,0.0,100,mean,0.190715,3560
False,entropy,None,0.49298778811002597,None,14,5,0.0,100,most_frequent,0.190715,3560
True,entropy,None,0.36889570674031713,None,8,20,0.0,100,mean,0.208281,3560
False,entropy,None,0.26274743629459874,None,20,18,0.0,100,mean,0.208281,3560
False,gini,None,0.6039256750817809,None,14,5,0.0,100,most_frequent,0.185696,3560
False,entropy,None,0.5735429847394665,None,11,11,0.0,100,mean,0.178168,3560
True,gini,None,0.14419210008664854,None,8,14,0.0,100,mean,0.2133,3560
True,gini,None,0.13119466767150173,None,6,16,0.0,100,median,0.217064,3560
False,entropy,None,0.8287707517326687,None,15,5,0.0,100,median,0.178168,3560
True,gini,None,0.5841478189673833,None,6,2,0.0,100,most_frequent,0.209536,3560
True,entropy,None,0.6236628200517011,None,2,2,0.0,100,mean,0.199498,3560
False,gini,None,0.8266770627280996,None,14,8,0.0,100,median,0.196989,3560
True,entropy,None,0.47189391547285675,None,7,9,0.0,100,most_frequent,0.205772,3560
True,entropy,None,0.3705780593837058,None,17,14,0.0,100,median,0.2133,3560
True,gini,None,0.1025946042367921,None,15,20,0.0,100,mean,0.223338,3560
True,gini,None,0.7958540630346782,None,6,12,0.0,100,mean,0.212045,3560
False,gini,None,0.2176771465849716,None,14,17,0.0,100,most_frequent,0.209536,3560
False,gini,None,0.17423984725724084,None,19,12,0.0,100,mean,0.228356,3560
False,entropy,None,0.32533271470439695,None,10,7,0.0,100,median,0.208281,3560
False,entropy,None,0.3228680762593255,None,9,4,0.0,100,median,0.207026,3560
True,entropy,None,0.8680441002679995,None,20,9,0.0,100,mean,0.185696,3560
True,entropy,None,0.5367617610261897,None,6,3,0.0,100,median,0.2133,3560
True,entropy,None,0.15493502073131662,None,11,20,0.0,100,mean,0.202008,3560
False,entropy,None,0.859599627781101,None,7,16,0.0,100,median,0.203262,3560
True,gini,None,0.25980788266879906,None,12,10,0.0,100,mean,0.199498,3560
False,entropy,None,0.4243287166440337,None,9,19,0.0,100,median,0.193225,3560
False,gini,None,0.5091546915146089,None,1,14,0.0,100,mean,0.198243,3560
False,entropy,None,0.8745286564553915,None,10,18,0.0,100,most_frequent,0.176913,3560
True,gini,None,0.8418709843388299,None,13,5,0.0,100,median,0.198243,3560
True,entropy,None,0.6426139200106634,None,8,11,0.0,100,mean,0.220828,3560
True,gini,None,0.520644170547035,None,20,8,0.0,100,most_frequent,0.218319,3560
False,entropy,None,0.8658582869098337,None,20,5,0.0,100,most_frequent,0.200753,3560
False,entropy,None,0.6636933184091928,None,3,11,0.0,100,most_frequent,0.196989,3560
False,gini,None,0.6936830580873015,None,17,5,0.0,100,median,0.188206,3560
False,entropy,None,0.46520975337586845,None,1,4,0.0,100,mean,0.208281,3560
False,gini,None,0.23431613745237112,None,10,17,0.0,100,median,0.207026,3560
True,gini,None,0.21974675899545285,None,12,4,0.0,100,mean,0.2133,3560
True,entropy,None,0.8642632071046962,None,17,3,0.0,100,most_frequent,0.186951,3560
True,entropy,None,0.686798003064824,None,1,5,0.0,100,median,0.199498,3560
False,gini,None,0.5521565789663221,None,5,5,0.0,100,median,0.207026,3560
True,entropy,None,0.7935892629117183,None,8,11,0.0,100,median,0.208281,3560
True,entropy,None,0.4656593774222356,None,20,8,0.0,100,most_frequent,0.202008,3560
False,gini,None,0.6341474660937154,None,1,10,0.0,100,mean,0.205772,3560
False,gini,None,0.422722783979399,None,12,4,0.0,100,median,0.188206,3560
True,gini,None,0.7942579185663362,None,13,12,0.0,100,most_frequent,0.183187,3560
False,entropy,None,0.3422500401193254,None,6,16,0.0,100,most_frequent,0.222083,3560
True,entropy,None,0.6084811500715029,None,13,19,0.0,100,most_frequent,0.196989,3560
False,gini,None,0.16456764715654587,None,1,2,0.0,100,most_frequent,0.212045,3560
True,entropy,None,0.18344456614796167,None,14,2,0.0,100,most_frequent,0.212045,3560
False,gini,None,0.8470893990345066,None,15,16,0.0,100,mean,0.194479,3560
True,entropy,None,0.420443348751392,None,15,10,0.0,100,mean,0.204517,3560
True,entropy,None,0.7688987640686117,None,10,4,0.0,100,most_frequent,0.199498,3560
True,entropy,None,0.1794950680288551,None,17,15,0.0,100,median,0.222083,3560
False,entropy,None,0.8844833876034729,None,13,19,0.0,100,median,0.175659,3560
True,entropy,None,0.7666074539291822,None,19,18,0.0,100,most_frequent,0.19197,3560
True,gini,None,0.815318289380466,None,13,13,0.0,100,mean,0.200753,3560
False,entropy,None,0.1998300067688934,None,12,3,0.0,100,median,0.203262,3560
True,entropy,None,0.5153083217679929,None,18,13,0.0,100,mean,0.207026,3560
True,gini,None,0.6558256121085702,None,17,15,0.0,100,mean,0.21079,3560
True,entropy,None,0.5685717573578705,None,15,16,0.0,100,mean,0.195734,3560
False,entropy,None,0.32857698413971126,None,20,2,0.0,100,mean,0.205772,3560
False,gini,None,0.5230732586541456,None,1,6,0.0,100,most_frequent,0.205772,3560
False,entropy,None,0.3101652858157438,None,3,7,0.0,100,most_frequent,0.21079,3560
False,entropy,None,0.6113660143484376,None,17,3,0.0,100,most_frequent,0.190715,3560
True,entropy,None,0.7652424144316456,None,16,13,0.0,100,mean,0.194479,3560
True,entropy,None,0.3469451419642824,None,7,12,0.0,100,median,0.204517,3560
True,entropy,None,0.8792970817995268,None,13,7,0.0,100,median,0.183187,3560
False,entropy,None,0.5807841940014954,None,9,3,0.0,100,median,0.18946,3560
True,entropy,None,0.4124351299811789,None,12,14,0.0,100,median,0.198243,3560
False,entropy,None,0.43849454699583945,None,12,10,0.0,100,mean,0.190715,3560
True,gini,None,0.2962510964226093,None,9,7,0.0,100,most_frequent,0.208281,3560
False,gini,None,0.6233849279960938,None,15,12,0.0,100,most_frequent,0.185696,3560
True,gini,None,0.8607347770407295,None,17,20,0.0,100,most_frequent,0.194479,3560
True,entropy,None,0.10987300802171163,None,14,14,0.0,100,median,0.2133,3560
False,gini,None,0.8236172895245533,None,9,15,0.0,100,mean,0.19197,3560
False,entropy,None,0.40398311445275004,None,4,8,0.0,100,most_frequent,0.222083,3560
True,entropy,None,0.3820341207139456,None,5,6,0.0,100,mean,0.212045,3560
True,entropy,None,0.11864708049735091,None,11,16,0.0,100,most_frequent,0.219573,3560
False,entropy,None,0.7687183916787892,None,8,7,0.0,100,mean,0.186951,3560
False,gini,None,0.8268393752975821,None,1,12,0.0,100,mean,0.190715,3560
True,entropy,None,0.4010213005604435,None,7,2,0.0,100,mean,0.21079,3560
False,gini,None,0.21665469817266594,None,15,7,0.0,100,most_frequent,0.21079,3560
True,entropy,None,0.7276963341781929,None,3,7,0.0,100,median,0.209536,3560
True,entropy,None,0.10595422947567706,None,1,14,0.0,100,median,0.208281,3560
False,gini,None,0.26553814035109535,None,4,19,0.0,100,median,0.217064,3560
True,gini,None,0.3359803160369615,None,1,14,0.0,100,mean,0.219573,3560
True,gini,None,0.6212512065508787,None,19,9,0.0,100,mean,0.199498,3560
True,gini,None,0.5998595090701484,None,16,14,0.0,100,most_frequent,0.200753,3560
True,gini,None,0.7089820195734111,None,6,4,0.0,100,mean,0.212045,3560
False,entropy,None,0.7280745867207722,None,3,5,0.0,100,mean,0.21079,3560
True,gini,None,0.8164053223335191,None,7,12,0.0,100,most_frequent,0.195734,3560
True,entropy,None,0.7638273671036006,None,9,11,0.0,100,mean,0.208281,3560
True,gini,None,0.24303141787665386,None,1,20,0.0,100,most_frequent,0.204517,3560
False,gini,None,0.6290718737869134,None,17,15,0.0,100,mean,0.18946,3560
False,entropy,None,0.4910982339239329,None,14,5,0.0,100,median,0.195734,3560
True,entropy,None,0.5827760547014864,None,13,20,0.0,100,mean,0.194479,3560
True,entropy,None,0.34013145047794824,None,19,18,0.0,100,most_frequent,0.205772,3560
False,entropy,None,0.8610024189480413,None,7,19,0.0,100,mean,0.199498,3560
True,entropy,None,0.19373776987392138,None,18,12,0.0,100,mean,0.223338,3560
False,gini,None,0.536880491263889,None,20,16,0.0,100,median,0.193225,3560
True,gini,None,0.6027734634227115,None,2,15,0.0,100,mean,0.202008,3560
