% {"flow_id": 6969, "openml_server": "https://www.openml.org/api/v1/xml", "col_parameters": ["classifier__bootstrap", "classifier__criterion", "classifier__max_depth", "classifier__max_features", "classifier__max_leaf_nodes", "classifier__min_samples_leaf", "classifier__min_samples_split", "classifier__min_weight_fraction_leaf", "classifier__n_estimators", "imputation__strategy"], "col_measures": ["predictive_accuracy"], "normalized_y": false, "study_id": "OpenML100", "num_runs": 500}
@RELATION openml-meta-flow-6969

@ATTRIBUTE classifier__bootstrap {True, False}
@ATTRIBUTE classifier__criterion {entropy, gini}
@ATTRIBUTE classifier__max_depth {None}
@ATTRIBUTE classifier__max_features NUMERIC
@ATTRIBUTE classifier__max_leaf_nodes {None}
@ATTRIBUTE classifier__min_samples_leaf {18, 20, 2, 7, 3, 6, 16, 14, 9, 15, 4, 8, 17, 12, 10, 13, 5, 11, 19, 1}
@ATTRIBUTE classifier__min_samples_split {9, 19, 15, 2, 4, 10, 18, 20, 5, 8, 3, 17, 7, 14, 6, 12, 16, 11, 13}
@ATTRIBUTE classifier__min_weight_fraction_leaf NUMERIC
@ATTRIBUTE classifier__n_estimators {100}
@ATTRIBUTE imputation__strategy {median, most_frequent, mean}
@ATTRIBUTE y NUMERIC
@ATTRIBUTE task_id NUMERIC

@DATA
True,entropy,None,0.47218165339229257,None,2,8,0.0,100,mean,0.913841,2074
False,entropy,None,0.4593100365545142,None,20,6,0.0,100,mean,0.896267,2074
True,entropy,None,0.6307783569383492,None,4,18,0.0,100,mean,0.904821,2074
True,gini,None,0.8449621284113258,None,7,4,0.0,100,median,0.898756,2074
True,entropy,None,0.5178013820885824,None,7,19,0.0,100,median,0.904044,2074
True,gini,None,0.8516548324894476,None,5,20,0.0,100,most_frequent,0.89689,2074
True,entropy,None,0.8949809330292017,None,10,15,0.0,100,median,0.893313,2074
True,gini,None,0.24180992870877863,None,13,19,0.0,100,median,0.893468,2074
True,entropy,None,0.20006532079776804,None,11,9,0.0,100,mean,0.898756,2074
True,gini,None,0.4863602495728262,None,19,8,0.0,100,mean,0.889269,2074
True,gini,None,0.6533094972593714,None,2,4,0.0,100,most_frequent,0.914619,2074
False,entropy,None,0.1501476120369347,None,9,4,0.0,100,mean,0.908865,2074
True,entropy,None,0.4313542924467293,None,13,5,0.0,100,median,0.896734,2074
True,gini,None,0.3380667352833192,None,7,10,0.0,100,median,0.904977,2074
True,entropy,None,0.39550597046762404,None,3,5,0.0,100,median,0.914152,2074
True,entropy,None,0.21662487226486862,None,1,8,0.0,100,median,0.914463,2074
False,entropy,None,0.6688265432749677,None,15,3,0.0,100,mean,0.891757,2074
False,gini,None,0.8476108767134094,None,7,13,0.0,100,median,0.893002,2074
True,entropy,None,0.8658345295625121,None,15,9,0.0,100,mean,0.890669,2074
True,gini,None,0.17318192056876586,None,6,3,0.0,100,median,0.906065,2074
False,entropy,None,0.21277925746905757,None,2,18,0.0,100,most_frequent,0.915552,2074
True,entropy,None,0.5577449797305517,None,3,14,0.0,100,mean,0.906376,2074
True,gini,None,0.8095779926651013,None,10,4,0.0,100,most_frequent,0.896579,2074
True,gini,None,0.5991144642537017,None,8,16,0.0,100,median,0.900467,2074
True,entropy,None,0.2757028595403034,None,20,20,0.0,100,mean,0.890513,2074
True,gini,None,0.8274180205700733,None,20,4,0.0,100,mean,0.881337,2074
False,entropy,None,0.3656218528533094,None,10,11,0.0,100,median,0.906843,2074
True,entropy,None,0.7924815860894503,None,19,20,0.0,100,median,0.886781,2074
False,entropy,None,0.7440429649035907,None,7,19,0.0,100,median,0.900311,2074
True,entropy,None,0.811020749922889,None,7,19,0.0,100,mean,0.897512,2074
False,gini,None,0.704266509053368,None,16,8,0.0,100,mean,0.892379,2074
False,entropy,None,0.5633002584848357,None,9,13,0.0,100,median,0.904666,2074
False,gini,None,0.5589938005413848,None,5,18,0.0,100,most_frequent,0.909642,2074
True,gini,None,0.5430740018949333,None,18,18,0.0,100,most_frequent,0.889736,2074
False,gini,None,0.7269840684431997,None,15,5,0.0,100,mean,0.893313,2074
False,gini,None,0.5544805962936289,None,10,7,0.0,100,most_frequent,0.905754,2074
False,gini,None,0.1843317889153994,None,8,2,0.0,100,most_frequent,0.909953,2074
False,entropy,None,0.8195845122956292,None,15,14,0.0,100,median,0.887714,2074
True,gini,None,0.7296334192654247,None,13,8,0.0,100,mean,0.894401,2074
True,gini,None,0.2683411537482515,None,14,4,0.0,100,median,0.895023,2074
True,gini,None,0.24054403546062783,None,3,8,0.0,100,most_frequent,0.911664,2074
False,gini,None,0.6171409936689786,None,10,9,0.0,100,median,0.904977,2074
True,entropy,None,0.8178762669927694,None,15,14,0.0,100,mean,0.891135,2074
True,entropy,None,0.44081682281524015,None,16,11,0.0,100,most_frequent,0.894246,2074
False,entropy,None,0.6686389078897255,None,4,6,0.0,100,mean,0.912131,2074
True,entropy,None,0.6630009144508195,None,6,5,0.0,100,median,0.904977,2074
False,entropy,None,0.1867794727704836,None,18,7,0.0,100,mean,0.897823,2074
False,entropy,None,0.4297573735908319,None,2,3,0.0,100,most_frequent,0.91944,2074
True,entropy,None,0.70066174366473,None,17,11,0.0,100,most_frequent,0.890358,2074
True,gini,None,0.563453630513175,None,13,19,0.0,100,most_frequent,0.894401,2074
False,entropy,None,0.39564875419096723,None,6,19,0.0,100,most_frequent,0.910731,2074
False,entropy,None,0.4027469332440887,None,6,15,0.0,100,mean,0.912753,2074
True,gini,None,0.799447247447504,None,3,6,0.0,100,median,0.910575,2074
True,gini,None,0.4745445487263703,None,20,19,0.0,100,mean,0.884603,2074
False,entropy,None,0.7589101955032765,None,7,7,0.0,100,most_frequent,0.901244,2074
True,gini,None,0.50431624463319,None,3,15,0.0,100,mean,0.909176,2074
True,gini,None,0.6461711122500805,None,6,6,0.0,100,median,0.905288,2074
False,entropy,None,0.6094250434449252,None,8,9,0.0,100,mean,0.904044,2074
False,entropy,None,0.463156704916872,None,11,16,0.0,100,median,0.905754,2074
False,gini,None,0.5104212185023934,None,13,17,0.0,100,mean,0.901866,2074
True,entropy,None,0.701884632882782,None,13,15,0.0,100,mean,0.893157,2074
True,entropy,None,0.8971518029844366,None,10,9,0.0,100,most_frequent,0.895956,2074
True,entropy,None,0.8280681233865174,None,4,3,0.0,100,most_frequent,0.905754,2074
True,gini,None,0.6904321040509591,None,12,7,0.0,100,median,0.896112,2074
False,entropy,None,0.3286423315257461,None,18,15,0.0,100,most_frequent,0.897823,2074
False,gini,None,0.3058694009141626,None,19,14,0.0,100,most_frequent,0.895801,2074
True,gini,None,0.4218643721447639,None,7,18,0.0,100,mean,0.902333,2074
False,gini,None,0.7763377853243905,None,6,12,0.0,100,most_frequent,0.903577,2074
True,gini,None,0.3298854665861446,None,19,12,0.0,100,most_frequent,0.890513,2074
True,gini,None,0.592823463008663,None,18,10,0.0,100,most_frequent,0.889114,2074
False,entropy,None,0.6112289796474766,None,11,10,0.0,100,most_frequent,0.900156,2074
True,entropy,None,0.8772088095213064,None,10,19,0.0,100,mean,0.896579,2074
False,entropy,None,0.20977514396122549,None,16,5,0.0,100,mean,0.900467,2074
True,entropy,None,0.6621758895259677,None,5,5,0.0,100,most_frequent,0.905599,2074
True,gini,None,0.4825697574585104,None,3,12,0.0,100,median,0.91042,2074
False,entropy,None,0.4818616101418147,None,13,10,0.0,100,median,0.899689,2074
False,entropy,None,0.3171450222838617,None,3,6,0.0,100,mean,0.918196,2074
True,entropy,None,0.24980745891550918,None,7,19,0.0,100,most_frequent,0.90451,2074
False,entropy,None,0.672564512182466,None,2,5,0.0,100,median,0.915086,2074
True,gini,None,0.6737832939272721,None,5,7,0.0,100,mean,0.906532,2074
True,gini,None,0.6925285398835732,None,7,5,0.0,100,median,0.900933,2074
True,entropy,None,0.49523065768561236,None,8,11,0.0,100,most_frequent,0.904044,2074
True,entropy,None,0.8088730654858297,None,17,5,0.0,100,median,0.888647,2074
False,entropy,None,0.4048417459257959,None,11,17,0.0,100,median,0.90591,2074
True,entropy,None,0.6551809505644692,None,13,4,0.0,100,median,0.894246,2074
True,entropy,None,0.7807264005424897,None,5,9,0.0,100,most_frequent,0.905443,2074
False,gini,None,0.4824649715439959,None,11,12,0.0,100,most_frequent,0.904821,2074
True,entropy,None,0.1053004114302742,None,13,11,0.0,100,median,0.891135,2074
True,entropy,None,0.2671607223310799,None,13,5,0.0,100,mean,0.89689,2074
False,gini,None,0.8328374454269252,None,7,19,0.0,100,most_frequent,0.892535,2074
False,entropy,None,0.42445141142526865,None,8,6,0.0,100,most_frequent,0.911198,2074
True,entropy,None,0.5377995500431941,None,4,2,0.0,100,median,0.909798,2074
True,gini,None,0.5890786928009876,None,3,18,0.0,100,median,0.906065,2074
False,entropy,None,0.5037209121918019,None,11,2,0.0,100,most_frequent,0.902488,2074
True,entropy,None,0.10544007803897354,None,17,11,0.0,100,most_frequent,0.888958,2074
False,gini,None,0.5265991516716932,None,17,19,0.0,100,mean,0.89689,2074
False,entropy,None,0.885135306459049,None,9,14,0.0,100,most_frequent,0.893468,2074
False,entropy,None,0.8281006599971056,None,3,8,0.0,100,mean,0.904821,2074
False,gini,None,0.7155064996239301,None,9,12,0.0,100,mean,0.901866,2074
True,gini,None,0.4943315161459907,None,13,12,0.0,100,mean,0.89549,2074
True,entropy,None,0.16737544855078007,None,19,16,0.0,100,mean,0.888336,2074
True,gini,None,0.7480275368990473,None,16,8,0.0,100,mean,0.888802,2074
False,gini,None,0.6673229319053865,None,4,8,0.0,100,median,0.910731,2074
True,gini,None,0.3296344456908554,None,17,7,0.0,100,median,0.891291,2074
False,gini,None,0.26371316404885015,None,18,9,0.0,100,median,0.898289,2074
True,entropy,None,0.14490169568539485,None,17,15,0.0,100,mean,0.892691,2074
False,gini,None,0.7545885962007252,None,12,4,0.0,100,most_frequent,0.895956,2074
False,entropy,None,0.5412475688510217,None,3,14,0.0,100,most_frequent,0.91353,2074
False,gini,None,0.5137169334428235,None,11,3,0.0,100,mean,0.903733,2074
False,entropy,None,0.29884317757578305,None,12,3,0.0,100,mean,0.904355,2074
False,gini,None,0.49433260354647757,None,17,19,0.0,100,mean,0.897356,2074
True,gini,None,0.6529712585023896,None,12,8,0.0,100,mean,0.893002,2074
True,entropy,None,0.7740744516439656,None,1,20,0.0,100,most_frequent,0.904199,2074
True,gini,None,0.14377356605020541,None,13,5,0.0,100,mean,0.895801,2074
False,entropy,None,0.5008462160420282,None,12,17,0.0,100,median,0.900778,2074
True,gini,None,0.6792801409432478,None,18,18,0.0,100,mean,0.887092,2074
False,gini,None,0.4991475107177743,None,1,12,0.0,100,most_frequent,0.915708,2074
True,entropy,None,0.3228370604550791,None,12,14,0.0,100,mean,0.898134,2074
True,entropy,None,0.6145673583755263,None,19,14,0.0,100,most_frequent,0.886781,2074
True,entropy,None,0.3644909883469639,None,2,9,0.0,100,most_frequent,0.914619,2074
False,entropy,None,0.7611580078870607,None,19,5,0.0,100,most_frequent,0.885692,2074
False,gini,None,0.4413862399770181,None,17,5,0.0,100,most_frequent,0.897667,2074
False,entropy,None,0.7588894231493738,None,11,18,0.0,100,mean,0.897978,2074
False,entropy,None,0.7666147054456331,None,4,12,0.0,100,mean,0.904355,2074
False,entropy,None,0.4284033060276625,None,16,18,0.0,100,mean,0.8986,2074
True,entropy,None,0.7812904427017393,None,4,14,0.0,100,most_frequent,0.90311,2074
True,entropy,None,0.13433276169801314,None,13,9,0.0,100,median,0.893935,2074
True,entropy,None,0.7640799898519879,None,12,15,0.0,100,most_frequent,0.895023,2074
True,gini,None,0.6320626127191374,None,17,8,0.0,100,mean,0.889269,2074
False,gini,None,0.5649768622082184,None,1,7,0.0,100,mean,0.916796,2074
True,entropy,None,0.6075872979223456,None,5,18,0.0,100,median,0.90311,2074
True,entropy,None,0.7300802141510537,None,7,18,0.0,100,mean,0.900778,2074
False,gini,None,0.16995981450033054,None,2,20,0.0,100,most_frequent,0.913375,2074
True,gini,None,0.7960331665188818,None,11,16,0.0,100,most_frequent,0.893002,2074
False,entropy,None,0.18940450963265648,None,11,5,0.0,100,median,0.90591,2074
False,entropy,None,0.6861256952174635,None,19,9,0.0,100,median,0.889891,2074
False,entropy,None,0.87102382344741,None,20,19,0.0,100,median,0.879782,2074
True,gini,None,0.22782349232226534,None,16,16,0.0,100,most_frequent,0.891757,2074
True,gini,None,0.182231540336392,None,20,18,0.0,100,most_frequent,0.890669,2074
False,entropy,None,0.16896993110055208,None,19,19,0.0,100,most_frequent,0.898445,2074
True,gini,None,0.7677048383104479,None,18,2,0.0,100,median,0.885537,2074
False,gini,None,0.26564413707578194,None,14,6,0.0,100,median,0.903577,2074
False,gini,None,0.5087419528902812,None,8,17,0.0,100,most_frequent,0.909798,2074
True,gini,None,0.31809755487206426,None,3,13,0.0,100,most_frequent,0.908243,2074
False,entropy,None,0.11891655202726864,None,6,20,0.0,100,most_frequent,0.909487,2074
False,entropy,None,0.42221018204058647,None,12,19,0.0,100,mean,0.90311,2074
False,entropy,None,0.5759250403343467,None,5,17,0.0,100,mean,0.908554,2074
False,entropy,None,0.6620259484543649,None,17,19,0.0,100,median,0.89098,2074
False,gini,None,0.49363416553302997,None,20,2,0.0,100,mean,0.89409,2074
False,gini,None,0.7091401066604673,None,16,10,0.0,100,mean,0.892846,2074
False,entropy,None,0.26657669627030967,None,8,10,0.0,100,median,0.912286,2074
False,gini,None,0.2783225801772825,None,2,12,0.0,100,mean,0.918351,2074
False,entropy,None,0.6318428043187108,None,10,11,0.0,100,most_frequent,0.900778,2074
True,entropy,None,0.6076427605855458,None,13,19,0.0,100,most_frequent,0.893779,2074
True,entropy,None,0.6959151788691983,None,13,6,0.0,100,mean,0.894246,2074
True,entropy,None,0.6798553194753233,None,2,3,0.0,100,mean,0.913064,2074
True,entropy,None,0.14865893342615238,None,20,12,0.0,100,median,0.889269,2074
False,gini,None,0.18310190237423163,None,7,13,0.0,100,mean,0.911509,2074
True,entropy,None,0.2957310315045266,None,7,11,0.0,100,mean,0.908087,2074
False,entropy,None,0.18303962874908183,None,17,12,0.0,100,median,0.899689,2074
False,entropy,None,0.6024736149474776,None,1,3,0.0,100,mean,0.918974,2074
True,gini,None,0.11133453266711567,None,2,9,0.0,100,most_frequent,0.91182,2074
False,gini,None,0.3830678310630309,None,19,7,0.0,100,most_frequent,0.897667,2074
True,entropy,None,0.6660049085936662,None,1,19,0.0,100,most_frequent,0.906998,2074
False,entropy,None,0.609384557420442,None,1,14,0.0,100,mean,0.913375,2074
False,gini,None,0.8861060187186225,None,7,19,0.0,100,mean,0.888958,2074
False,gini,None,0.610629851131361,None,16,7,0.0,100,median,0.895956,2074
False,gini,None,0.28758587853659134,None,17,10,0.0,100,median,0.897823,2074
True,entropy,None,0.5795265157199168,None,13,3,0.0,100,median,0.895956,2074
True,entropy,None,0.3406558407537509,None,15,9,0.0,100,mean,0.892846,2074
True,entropy,None,0.8791957428293288,None,16,14,0.0,100,most_frequent,0.88958,2074
True,entropy,None,0.533483876435813,None,4,12,0.0,100,mean,0.91042,2074
True,gini,None,0.23358087769364008,None,15,7,0.0,100,mean,0.89409,2074
False,entropy,None,0.6880851094959011,None,6,7,0.0,100,most_frequent,0.907465,2074
False,entropy,None,0.783181622348081,None,17,8,0.0,100,most_frequent,0.888647,2074
False,entropy,None,0.6664354244029591,None,18,2,0.0,100,median,0.890202,2074
True,entropy,None,0.5332118981181542,None,3,9,0.0,100,median,0.910886,2074
True,gini,None,0.5472936073102975,None,17,10,0.0,100,mean,0.892068,2074
True,entropy,None,0.7156817096921863,None,7,4,0.0,100,mean,0.901089,2074
False,entropy,None,0.3607234197286092,None,12,16,0.0,100,most_frequent,0.904666,2074
False,gini,None,0.7724692537922514,None,5,4,0.0,100,median,0.903733,2074
True,gini,None,0.46215754675956233,None,16,19,0.0,100,most_frequent,0.891757,2074
True,gini,None,0.6748947870783305,None,13,7,0.0,100,median,0.893935,2074
True,entropy,None,0.4625606445019529,None,1,10,0.0,100,median,0.912753,2074
False,gini,None,0.7020944204911007,None,16,20,0.0,100,most_frequent,0.891602,2074
False,entropy,None,0.36935896848686567,None,12,15,0.0,100,mean,0.904821,2074
False,entropy,None,0.4782350527761544,None,19,10,0.0,100,median,0.893779,2074
False,gini,None,0.11136905370197336,None,16,14,0.0,100,mean,0.895023,2074
False,gini,None,0.587635757787757,None,10,4,0.0,100,median,0.90311,2074
True,entropy,None,0.16048833780733673,None,7,6,0.0,100,median,0.906687,2074
True,entropy,None,0.7330325408758339,None,17,12,0.0,100,mean,0.888491,2074
False,gini,None,0.29286187893441196,None,8,9,0.0,100,mean,0.909487,2074
False,entropy,None,0.5356084808351701,None,2,5,0.0,100,most_frequent,0.919285,2074
True,gini,None,0.5437758031768941,None,1,15,0.0,100,median,0.910731,2074
True,entropy,None,0.4381466375365022,None,14,10,0.0,100,most_frequent,0.657609,2079
True,gini,None,0.6182645370259146,None,5,16,0.0,100,median,0.665761,2079
False,entropy,None,0.2506049551683327,None,11,8,0.0,100,most_frequent,0.658967,2079
False,entropy,None,0.586972928147674,None,18,20,0.0,100,median,0.642663,2079
False,entropy,None,0.47707321808104963,None,5,10,0.0,100,median,0.679348,2079
True,gini,None,0.5953278194923725,None,12,5,0.0,100,median,0.664402,2079
False,gini,None,0.10271086485003354,None,1,18,0.0,100,most_frequent,0.660326,2079
True,entropy,None,0.3709673941700381,None,4,10,0.0,100,median,0.682065,2079
True,gini,None,0.23188305095463546,None,6,2,0.0,100,most_frequent,0.671196,2079
True,gini,None,0.6785493670112088,None,15,20,0.0,100,most_frequent,0.65625,2079
True,gini,None,0.35078381341237785,None,4,16,0.0,100,mean,0.665761,2079
True,entropy,None,0.21682025172451516,None,6,3,0.0,100,most_frequent,0.661685,2079
True,entropy,None,0.36218408385601675,None,19,6,0.0,100,median,0.648098,2079
True,entropy,None,0.8960558652463558,None,16,10,0.0,100,median,0.650815,2079
False,gini,None,0.7079866549716921,None,19,19,0.0,100,mean,0.642663,2079
False,entropy,None,0.48038611368703665,None,10,12,0.0,100,median,0.641304,2079
True,gini,None,0.5951779076213272,None,20,17,0.0,100,median,0.634511,2079
False,entropy,None,0.4440552195369615,None,15,10,0.0,100,most_frequent,0.664402,2079
True,entropy,None,0.691016395514251,None,2,3,0.0,100,median,0.680707,2079
True,gini,None,0.1145089325349546,None,8,9,0.0,100,most_frequent,0.646739,2079
True,entropy,None,0.11861324035656695,None,6,2,0.0,100,median,0.65625,2079
True,gini,None,0.322817888316432,None,12,18,0.0,100,mean,0.664402,2079
True,gini,None,0.6952704323516201,None,7,9,0.0,100,median,0.67663,2079
True,entropy,None,0.5519985608784727,None,1,6,0.0,100,median,0.688859,2079
False,gini,None,0.669943539143416,None,7,5,0.0,100,most_frequent,0.65625,2079
True,gini,None,0.33402939473034376,None,4,16,0.0,100,most_frequent,0.675272,2079
True,entropy,None,0.697417237258792,None,2,10,0.0,100,most_frequent,0.665761,2079
False,gini,None,0.7338501355527214,None,20,12,0.0,100,most_frequent,0.638587,2079
False,gini,None,0.30004268306344317,None,19,16,0.0,100,most_frequent,0.649457,2079
True,gini,None,0.4227066601981281,None,8,6,0.0,100,most_frequent,0.669837,2079
False,gini,None,0.10173764301459826,None,20,8,0.0,100,median,0.600543,2079
True,gini,None,0.6941298219675808,None,9,20,0.0,100,mean,0.663043,2079
False,gini,None,0.5577371636393522,None,13,10,0.0,100,most_frequent,0.64538,2079
False,entropy,None,0.30333601912018515,None,20,9,0.0,100,most_frequent,0.648098,2079
True,gini,None,0.73305256554888,None,20,2,0.0,100,most_frequent,0.637228,2079
False,gini,None,0.30795512383013135,None,3,6,0.0,100,most_frequent,0.664402,2079
False,entropy,None,0.11132568320631223,None,10,3,0.0,100,median,0.64538,2079
False,gini,None,0.851686620663945,None,2,3,0.0,100,most_frequent,0.65625,2079
True,gini,None,0.6528956928614885,None,20,3,0.0,100,median,0.638587,2079
True,entropy,None,0.14440314236130192,None,16,4,0.0,100,most_frequent,0.625,2079
True,gini,None,0.16463351149816868,None,20,13,0.0,100,median,0.620924,2079
True,gini,None,0.10151942964439212,None,12,14,0.0,100,median,0.639946,2079
True,gini,None,0.7085563567801632,None,15,18,0.0,100,mean,0.653533,2079
True,entropy,None,0.6669558389148714,None,13,14,0.0,100,median,0.650815,2079
True,entropy,None,0.6269579533242452,None,2,17,0.0,100,mean,0.672554,2079
False,entropy,None,0.8946881438633281,None,19,17,0.0,100,mean,0.623641,2079
True,entropy,None,0.4903420958572967,None,10,10,0.0,100,most_frequent,0.671196,2079
True,entropy,None,0.8724128652455974,None,3,12,0.0,100,mean,0.682065,2079
False,entropy,None,0.6878892971211623,None,13,6,0.0,100,mean,0.646739,2079
True,gini,None,0.5324021669955573,None,7,19,0.0,100,most_frequent,0.665761,2079
True,entropy,None,0.7220588665404573,None,20,19,0.0,100,median,0.629076,2079
False,gini,None,0.2598800454283451,None,2,7,0.0,100,mean,0.669837,2079
True,gini,None,0.7232673136157579,None,8,13,0.0,100,mean,0.66712,2079
True,entropy,None,0.7214055214573397,None,9,11,0.0,100,most_frequent,0.679348,2079
True,entropy,None,0.8967699071102171,None,16,17,0.0,100,mean,0.641304,2079
True,gini,None,0.649394841998734,None,13,16,0.0,100,median,0.657609,2079
True,gini,None,0.8898876798218532,None,14,13,0.0,100,median,0.663043,2079
False,entropy,None,0.4127300378850741,None,9,8,0.0,100,mean,0.663043,2079
False,gini,None,0.47249982875030816,None,7,7,0.0,100,mean,0.653533,2079
True,gini,None,0.6729251005392622,None,18,15,0.0,100,most_frequent,0.649457,2079
True,entropy,None,0.5037139159721998,None,20,9,0.0,100,most_frequent,0.653533,2079
True,gini,None,0.6333534818222197,None,13,4,0.0,100,mean,0.64538,2079
True,gini,None,0.796386616681767,None,11,7,0.0,100,median,0.664402,2079
False,entropy,None,0.8392904150833419,None,4,6,0.0,100,most_frequent,0.644022,2079
True,gini,None,0.2507077378709013,None,7,16,0.0,100,mean,0.668478,2079
False,entropy,None,0.6813541397758466,None,1,5,0.0,100,median,0.665761,2079
False,entropy,None,0.2794451631032556,None,10,19,0.0,100,most_frequent,0.66712,2079
False,gini,None,0.6772925677048929,None,4,15,0.0,100,most_frequent,0.673913,2079
False,gini,None,0.6324124198267277,None,12,18,0.0,100,median,0.653533,2079
True,gini,None,0.3150295866599242,None,9,20,0.0,100,mean,0.661685,2079
True,entropy,None,0.6358161339301145,None,4,18,0.0,100,median,0.671196,2079
False,gini,None,0.6594557459109286,None,17,12,0.0,100,mean,0.646739,2079
False,entropy,None,0.314273013400116,None,14,9,0.0,100,mean,0.664402,2079
False,entropy,None,0.7764995225518226,None,2,9,0.0,100,median,0.683424,2079
False,entropy,None,0.38422644140806594,None,14,7,0.0,100,mean,0.663043,2079
False,entropy,None,0.2980242474234889,None,4,16,0.0,100,mean,0.669837,2079
False,gini,None,0.7208368333580818,None,5,2,0.0,100,median,0.66712,2079
False,gini,None,0.7076020161863904,None,8,7,0.0,100,median,0.653533,2079
False,entropy,None,0.2034445121122877,None,4,15,0.0,100,mean,0.668478,2079
True,entropy,None,0.7445351969557058,None,1,14,0.0,100,median,0.680707,2079
False,gini,None,0.7001776459040411,None,20,6,0.0,100,median,0.646739,2079
True,gini,None,0.8147065953457377,None,3,19,0.0,100,median,0.680707,2079
False,entropy,None,0.12300429110586322,None,19,2,0.0,100,median,0.622283,2079
False,gini,None,0.30297023005648505,None,8,4,0.0,100,most_frequent,0.660326,2079
True,entropy,None,0.5994251133814007,None,18,18,0.0,100,median,0.650815,2079
True,gini,None,0.1619108423552869,None,8,2,0.0,100,mean,0.65625,2079
False,entropy,None,0.22997108062591193,None,1,19,0.0,100,median,0.672554,2079
False,gini,None,0.6511921609129125,None,16,4,0.0,100,most_frequent,0.642663,2079
False,gini,None,0.20371617535578024,None,12,12,0.0,100,most_frequent,0.654891,2079
False,entropy,None,0.48540309940027315,None,17,19,0.0,100,median,0.654891,2079
True,entropy,None,0.32083248515147256,None,6,10,0.0,100,most_frequent,0.665761,2079
False,entropy,None,0.806623406861729,None,1,6,0.0,100,most_frequent,0.654891,2079
False,entropy,None,0.7517683083869106,None,10,13,0.0,100,median,0.652174,2079
False,entropy,None,0.5068307027745537,None,10,2,0.0,100,median,0.660326,2079
False,entropy,None,0.2786065894041101,None,19,13,0.0,100,mean,0.652174,2079
False,entropy,None,0.6041261840454245,None,1,6,0.0,100,mean,0.663043,2079
False,entropy,None,0.4647604325539786,None,4,12,0.0,100,median,0.661685,2079
True,entropy,None,0.17387749104652395,None,1,10,0.0,100,most_frequent,0.67663,2079
True,entropy,None,0.5429528853705289,None,20,18,0.0,100,mean,0.646739,2079
False,entropy,None,0.5194843076860337,None,10,14,0.0,100,median,0.663043,2079
False,gini,None,0.119667989533193,None,13,2,0.0,100,median,0.630435,2079
False,entropy,None,0.4049144097626427,None,6,5,0.0,100,most_frequent,0.668478,2079
False,gini,None,0.6830112727599083,None,13,11,0.0,100,median,0.634511,2079
False,entropy,None,0.3603088380475491,None,13,5,0.0,100,most_frequent,0.657609,2079
True,entropy,None,0.24706179839055242,None,6,14,0.0,100,median,0.664402,2079
True,gini,None,0.5640772775270478,None,13,10,0.0,100,mean,0.657609,2079
True,entropy,None,0.5289122450953222,None,9,6,0.0,100,most_frequent,0.664402,2079
False,entropy,None,0.41792500224810825,None,10,11,0.0,100,mean,0.665761,2079
False,entropy,None,0.3451841603026085,None,18,5,0.0,100,mean,0.661685,2079
False,gini,None,0.7313745178394965,None,9,12,0.0,100,mean,0.653533,2079
False,gini,None,0.26872661557637323,None,13,16,0.0,100,most_frequent,0.65625,2079
True,gini,None,0.22534815754471105,None,5,17,0.0,100,most_frequent,0.671196,2079
False,entropy,None,0.5548571788251929,None,13,6,0.0,100,mean,0.644022,2079
True,gini,None,0.14208401428534714,None,4,15,0.0,100,most_frequent,0.658967,2079
True,entropy,None,0.8352853861077991,None,17,15,0.0,100,median,0.644022,2079
False,entropy,None,0.7086328038420397,None,11,3,0.0,100,median,0.664402,2079
True,gini,None,0.13812434997148088,None,18,2,0.0,100,median,0.61413,2079
False,entropy,None,0.1324918362859604,None,16,16,0.0,100,median,0.627717,2079
False,gini,None,0.611392149608658,None,8,19,0.0,100,most_frequent,0.660326,2079
True,gini,None,0.6186530686036393,None,20,9,0.0,100,mean,0.631793,2079
False,entropy,None,0.11305964381458021,None,16,5,0.0,100,most_frequent,0.623641,2079
True,gini,None,0.8188302781258824,None,2,15,0.0,100,most_frequent,0.673913,2079
True,gini,None,0.1274173259333775,None,14,14,0.0,100,mean,0.619565,2079
False,entropy,None,0.4415004491058373,None,7,14,0.0,100,most_frequent,0.671196,2079
True,gini,None,0.45160410601306744,None,2,18,0.0,100,most_frequent,0.672554,2079
False,entropy,None,0.2835284568521297,None,11,12,0.0,100,median,0.673913,2079
False,entropy,None,0.5783862718251962,None,8,18,0.0,100,median,0.664402,2079
True,entropy,None,0.8825666028229404,None,14,2,0.0,100,most_frequent,0.642663,2079
True,entropy,None,0.14407152750364577,None,19,19,0.0,100,most_frequent,0.616848,2079
False,gini,None,0.44930787104374714,None,10,15,0.0,100,median,0.64538,2079
False,entropy,None,0.8753942898594345,None,1,5,0.0,100,mean,0.620924,2079
True,gini,None,0.4090376132566773,None,14,18,0.0,100,most_frequent,0.653533,2079
True,entropy,None,0.828780314704379,None,17,11,0.0,100,most_frequent,0.646739,2079
True,entropy,None,0.24243148815971216,None,8,5,0.0,100,median,0.654891,2079
False,gini,None,0.11382735227834706,None,3,11,0.0,100,most_frequent,0.673913,2079
True,entropy,None,0.4832728505072559,None,12,15,0.0,100,mean,0.65625,2079
False,gini,None,0.7126162286877189,None,6,18,0.0,100,mean,0.660326,2079
False,gini,None,0.44266894599128104,None,11,17,0.0,100,most_frequent,0.653533,2079
