% {"flow_id": 6970, "openml_server": "https://www.openml.org/api/v1/xml", "col_parameters": ["adaboostclassifier__algorithm", "adaboostclassifier__learning_rate", "adaboostclassifier__base_estimator__max_depth", "adaboostclassifier__n_estimators", "columntransformer__numeric__imputer__strategy"], "col_measures": ["predictive_accuracy"], "normalized_y": false, "study_id": "OpenML100", "num_runs": 400}
@RELATION openml-meta-flow-6970

@ATTRIBUTE adaboostclassifier__algorithm {SAMME, SAMME.R}
@ATTRIBUTE adaboostclassifier__learning_rate NUMERIC
@ATTRIBUTE adaboostclassifier__base_estimator__max_depth NUMERIC
@ATTRIBUTE adaboostclassifier__n_estimators NUMERIC
@ATTRIBUTE columntransformer__numeric__imputer__strategy {median, mean, most_frequent}
@ATTRIBUTE predictive_accuracy NUMERIC
@ATTRIBUTE task_id NUMERIC

@DATA
SAMME,0.013701645577211917,4,441,most_frequent,0.862319,29
SAMME.R,0.01697121911445274,2,97,most_frequent,0.855072,29
SAMME.R,1.932537506119549,9,134,median,0.84058,29
SAMME,0.04746637632339938,3,379,mean,0.85942,29
SAMME,0.013898914958213127,6,66,mean,0.862319,29
SAMME,0.020087390817962406,3,341,mean,0.869565,29
SAMME,0.08769450658477529,8,191,most_frequent,0.834783,29
SAMME.R,0.017304904044802442,10,192,median,0.814493,29
SAMME,0.19237467108516085,5,168,median,0.866667,29
SAMME,0.15032132469371548,2,184,mean,0.868116,29
SAMME,0.16151681964921197,4,438,mean,0.869565,29
SAMME,0.31703196207523754,9,190,mean,0.86087,29
SAMME,0.03776507791124556,2,455,most_frequent,0.85942,29
SAMME.R,0.18543042943696653,9,247,median,0.815942,29
SAMME,0.05251284620129779,4,296,mean,0.85942,29
SAMME,0.32401545707904206,6,435,median,0.86087,29
SAMME.R,0.06556752653407216,4,294,median,0.853623,29
SAMME.R,0.012614287038159207,4,278,most_frequent,0.843478,29
SAMME,0.03129484677500387,6,332,most_frequent,0.85942,29
SAMME,0.43319890069228406,7,112,mean,0.865217,29
SAMME.R,0.31926300244455097,9,470,most_frequent,0.833333,29
SAMME,0.05960003685946205,8,64,median,0.824638,29
SAMME,0.4550620482627824,1,417,median,0.853623,29
SAMME.R,0.02476361959092407,10,250,most_frequent,0.805797,29
SAMME,0.07177304807936134,10,347,most_frequent,0.811594,29
SAMME.R,1.3548667981467717,5,345,most_frequent,0.871014,29
SAMME.R,0.016236941813569057,5,201,median,0.84058,29
SAMME,0.03937141787659017,6,437,mean,0.846377,29
SAMME.R,0.01070875652779709,7,397,median,0.830435,29
SAMME,1.7428320879256474,2,192,most_frequent,0.814493,29
SAMME,0.14341405594945827,10,454,median,0.811594,29
SAMME.R,0.06371575628745184,7,297,median,0.823188,29
SAMME,0.02168302506924639,7,314,median,0.830435,29
SAMME,1.0352372181082534,5,390,most_frequent,0.857971,29
SAMME,0.013914775367044616,7,103,median,0.827536,29
SAMME.R,0.17257415393645598,2,385,mean,0.826087,29
SAMME.R,0.12671466361962738,3,465,mean,0.842029,29
SAMME.R,0.13199819477114252,10,334,median,0.828986,29
SAMME.R,1.3784341421013748,3,333,mean,0.849275,29
SAMME,0.23262682771277682,9,246,mean,0.847826,29
SAMME,0.13713871477099204,7,418,mean,0.868116,29
SAMME,0.06079709827515651,2,451,median,0.865217,29
SAMME,0.017868158976391824,9,259,median,0.821739,29
SAMME,0.1525202409059809,10,389,median,0.815942,29
SAMME,0.010918824366191668,7,352,most_frequent,0.846377,29
SAMME.R,0.09297326487721655,4,177,median,0.833333,29
SAMME.R,1.3592435229283015,6,496,median,0.873913,29
SAMME.R,0.6253086031726556,6,412,mean,0.866667,29
SAMME.R,0.08118180123709215,4,368,median,0.86087,29
SAMME,0.07594915176374581,5,190,median,0.86087,29
SAMME,1.3387016409410835,8,472,mean,0.873913,29
SAMME,1.1898125652053364,10,439,mean,0.875362,29
SAMME,0.9585089986638097,10,127,median,0.852174,29
SAMME.R,0.26825692582559263,7,391,mean,0.843478,29
SAMME.R,0.012330238150718594,3,310,mean,0.852174,29
SAMME,0.011741841998540416,2,99,median,0.855072,29
SAMME.R,0.37451301050624275,5,136,median,0.844928,29
SAMME,0.0788476379076804,10,129,mean,0.831884,29
SAMME.R,0.369991634344721,2,218,most_frequent,0.836232,29
SAMME,0.10621392155023128,2,276,most_frequent,0.86087,29
SAMME,0.027945791870869204,8,152,mean,0.831884,29
SAMME.R,0.7303006801250121,2,312,most_frequent,0.817391,29
SAMME.R,0.13770814514112995,9,464,most_frequent,0.842029,29
SAMME,0.2312566374496564,1,259,mean,0.857971,29
SAMME,0.023922245081193304,7,64,mean,0.836232,29
SAMME.R,0.011548082435136272,2,443,median,0.868116,29
SAMME.R,0.10191524571293413,4,171,most_frequent,0.846377,29
SAMME,1.496059857255446,4,97,most_frequent,0.850725,29
SAMME.R,0.11078053435384376,4,87,most_frequent,0.837681,29
SAMME.R,0.054946859534934674,1,421,median,0.862319,29
SAMME.R,1.1886303854608917,3,475,most_frequent,0.837681,29
SAMME,0.013312170583373518,6,320,mean,0.849275,29
SAMME.R,0.023177158036539146,7,154,median,0.843478,29
SAMME,0.12543433357275535,10,184,median,0.82029,29
SAMME,0.44306973015618506,6,77,mean,0.865217,29
SAMME,0.07251292154687775,6,79,median,0.856522,29
SAMME,0.7057644156388759,9,346,most_frequent,0.863768,29
SAMME.R,0.1885918493679599,3,421,most_frequent,0.842029,29
SAMME.R,0.09235162775580617,3,432,median,0.84058,29
SAMME,0.05507211668266882,8,223,mean,0.824638,29
SAMME,0.03509586935598788,10,353,mean,0.830435,29
SAMME,0.06152169727011389,8,462,median,0.850725,29
SAMME.R,0.12611623521452095,3,344,most_frequent,0.827536,29
SAMME,0.014130956118799007,6,243,most_frequent,0.852174,29
SAMME.R,0.6451373163321076,3,453,mean,0.850725,29
SAMME,0.6403068643029252,7,457,most_frequent,0.868116,29
SAMME,0.6104289769543337,8,105,mean,0.868116,29
SAMME.R,1.3386453916003405,7,239,median,0.863768,29
SAMME,0.06820010217219992,1,85,mean,0.855072,29
SAMME,0.30475405019686924,7,485,median,0.862319,29
SAMME.R,0.17474441759739237,4,462,most_frequent,0.853623,29
SAMME.R,0.01632360903571773,5,441,most_frequent,0.843478,29
SAMME.R,0.011814362799195182,6,174,median,0.824638,29
SAMME,0.011230314122838198,2,485,most_frequent,0.843478,29
SAMME.R,0.2589173094362586,9,242,most_frequent,0.846377,29
SAMME,0.8776806481695761,8,92,most_frequent,0.868116,29
SAMME.R,0.028279096921270078,7,150,most_frequent,0.831884,29
SAMME,0.062278795183466414,1,130,median,0.855072,29
SAMME,0.6647793320683479,1,453,most_frequent,0.850725,29
SAMME.R,0.7849637130555064,1,199,most_frequent,0.84058,29
SAMME,0.28713533582565254,2,367,median,0.857971,29
SAMME.R,0.14296866515385628,4,117,most_frequent,0.853623,29
SAMME.R,0.14801525185068556,5,300,median,0.844928,29
SAMME.R,0.9670798328506235,1,72,most_frequent,0.850725,29
SAMME,0.7367085750352378,3,277,most_frequent,0.83913,29
SAMME,0.09415728471715587,1,340,median,0.856522,29
SAMME,0.01658082993177006,4,445,mean,0.865217,29
SAMME,0.020129176555383686,3,431,mean,0.866667,29
SAMME.R,0.12280240442582832,8,420,median,0.82029,29
SAMME.R,0.07575524507100949,3,463,most_frequent,0.82029,29
SAMME.R,0.06482385310015958,4,60,most_frequent,0.847826,29
SAMME.R,0.035382894271253,8,111,mean,0.836232,29
SAMME,1.1084537223616018,5,489,median,0.866667,29
SAMME.R,0.03574327650040404,7,381,median,0.821739,29
SAMME,0.6973376965262684,2,413,mean,0.865217,29
SAMME.R,0.04714153845632885,5,195,mean,0.863768,29
SAMME,0.5943104969431875,6,218,most_frequent,0.868116,29
SAMME,0.011712242782818355,4,136,most_frequent,0.857971,29
SAMME,0.014900937558495158,5,173,mean,0.855072,29
SAMME,0.04068800804910998,7,118,median,0.824638,29
SAMME.R,1.4894824109875455,8,276,median,0.878261,29
SAMME.R,0.6266241536898917,7,385,most_frequent,0.85942,29
SAMME.R,0.01217931652847658,9,92,mean,0.823188,29
SAMME,1.4229784368284812,8,405,median,0.866667,29
SAMME,0.11598663755285125,7,295,most_frequent,0.862319,29
SAMME.R,0.025060442933833103,3,234,most_frequent,0.844928,29
SAMME.R,0.03494877124743389,7,496,median,0.834783,29
SAMME.R,0.27695162304515075,3,175,most_frequent,0.844928,29
SAMME,0.245651450647156,9,496,mean,0.849275,29
SAMME,0.33445582781308014,10,104,most_frequent,0.827536,29
SAMME,0.054199649794833014,5,248,median,0.85942,29
SAMME,0.014587387327607443,2,353,mean,0.843478,29
SAMME,0.011273925142236105,10,121,most_frequent,0.818841,29
SAMME.R,0.010825498941045826,7,284,median,0.831884,29
SAMME,0.03332837687509005,2,376,mean,0.86087,29
SAMME.R,0.021316123120820093,4,343,most_frequent,0.824638,29
SAMME,1.8096213783407968,7,381,mean,0.866667,29
SAMME.R,0.9488753921964429,9,416,most_frequent,0.869565,29
SAMME,1.7696016960779406,4,179,mean,0.850725,29
SAMME,0.6798525796728617,3,301,mean,0.849275,29
SAMME.R,0.1309771285082763,5,105,most_frequent,0.843478,29
SAMME,0.01071628453792871,6,171,most_frequent,0.863768,29
SAMME.R,0.25709720532553404,9,168,mean,0.834783,29
SAMME.R,1.7878735572047748,6,422,median,0.86087,29
SAMME,0.04123849163629421,8,61,mean,0.821739,29
SAMME.R,0.03826441997701885,10,308,mean,0.823188,29
SAMME,0.4059588804382322,9,470,most_frequent,0.857971,29
SAMME.R,0.024855266353533186,3,411,most_frequent,0.837681,29
SAMME.R,0.022315643407773676,3,451,median,0.849275,29
SAMME.R,0.018831848959289483,5,262,mean,0.846377,29
SAMME.R,1.1970686167275575,8,118,mean,0.875362,29
SAMME.R,0.09966300093172618,9,432,mean,0.833333,29
SAMME.R,0.03463012110776716,2,336,median,0.850725,29
SAMME,0.48102961551524204,6,101,mean,0.871014,29
SAMME,0.2117756279793335,7,285,most_frequent,0.863768,29
SAMME,0.0217726327705452,9,255,mean,0.817391,29
SAMME,0.25047410644540813,7,249,mean,0.869565,29
SAMME,1.8783738722326635,7,363,most_frequent,0.844928,29
SAMME.R,0.08199571057445623,8,162,most_frequent,0.817391,29
SAMME.R,0.9904363257862772,7,113,most_frequent,0.869565,29
SAMME.R,1.0678250282226818,4,280,most_frequent,0.853623,29
SAMME,0.32448407679592023,8,486,mean,0.878261,29
SAMME,0.025703497836766346,6,498,median,0.853623,29
SAMME,1.0221484212602325,3,237,median,0.868116,29
SAMME.R,1.5017828494936705,7,491,most_frequent,0.768,31
SAMME.R,0.24535338026364525,2,319,mean,0.734,31
SAMME.R,0.0982156201200456,3,348,mean,0.726,31
SAMME,0.018534110898063606,1,306,mean,0.707,31
SAMME.R,1.5866736568771238,4,442,mean,0.747,31
SAMME,0.6006289531317426,9,52,mean,0.747,31
SAMME,0.010906411126869577,9,437,most_frequent,0.722,31
SAMME.R,0.3926990211218778,3,100,mean,0.727,31
SAMME,0.02336445073834388,2,71,mean,0.712,31
SAMME,0.2661840058701185,8,341,median,0.752,31
SAMME,0.02236045652080478,6,363,median,0.759,31
SAMME.R,0.7251032879562899,7,422,median,0.757,31
SAMME.R,0.017407733778718775,1,462,median,0.714,31
SAMME,0.07626847937876609,3,406,median,0.75,31
SAMME.R,0.14461142906684643,3,440,most_frequent,0.722,31
SAMME,0.23362206339145644,10,53,mean,0.733,31
SAMME,0.011662499323877168,1,161,mean,0.7,31
SAMME.R,0.08187910363434231,4,163,median,0.717,31
SAMME.R,1.6346685152461424,2,373,most_frequent,0.702,31
SAMME.R,0.15602165891806147,5,266,most_frequent,0.734,31
SAMME,0.08470408127817791,3,469,median,0.752,31
SAMME,0.03454916536028038,2,93,median,0.722,31
SAMME,0.4323054189180002,4,218,median,0.743,31
SAMME.R,0.012278929208466278,5,390,most_frequent,0.746,31
SAMME,0.010658680971107868,5,124,mean,0.735,31
SAMME,0.6967916699610422,3,132,median,0.74,31
SAMME,1.1290079374155542,9,424,most_frequent,0.761,31
SAMME.R,0.10695647514006756,3,121,most_frequent,0.728,31
SAMME.R,0.014668242477639547,1,281,median,0.712,31
SAMME,0.6014843427284854,9,289,mean,0.758,31
SAMME,0.26531057086467674,6,190,most_frequent,0.742,31
SAMME.R,0.12300663368150065,10,452,median,0.723,31
SAMME,1.7319055284541458,4,110,most_frequent,0.736,31
SAMME,0.49171317965200856,10,370,most_frequent,0.753,31
SAMME.R,0.015351033687209234,2,317,most_frequent,0.746,31
SAMME,0.3563900766834738,4,138,most_frequent,0.746,31
SAMME,0.08127045420216135,4,418,most_frequent,0.729,31
SAMME,0.3138357975505391,5,197,most_frequent,0.73,31
SAMME,0.012631287853436857,7,259,median,0.72,31
SAMME.R,0.024881806585194597,7,497,mean,0.74,31
SAMME,0.04740019631867272,9,91,mean,0.719,31
SAMME.R,0.5930484927143517,8,496,mean,0.741,31
SAMME.R,0.4226135076906385,10,402,mean,0.733,31
SAMME,0.01043106299915684,6,286,median,0.747,31
SAMME,1.9899680151324262,9,164,most_frequent,0.709,31
SAMME.R,1.7104562298740824,8,220,most_frequent,0.733,31
SAMME.R,0.010625571514231871,1,192,mean,0.701,31
SAMME,0.01616987655489161,10,115,most_frequent,0.715,31
SAMME.R,0.02695439739328398,10,70,most_frequent,0.718,31
SAMME,0.03599647093217213,7,72,most_frequent,0.728,31
SAMME.R,0.13528062938775817,7,278,most_frequent,0.715,31
SAMME,0.13825121588619724,2,185,median,0.731,31
SAMME,0.09883168795029441,5,56,mean,0.754,31
SAMME.R,0.024786505965522676,1,398,median,0.722,31
SAMME,1.8542763694034756,6,105,most_frequent,0.705,31
SAMME.R,0.048995387105078114,10,120,median,0.714,31
SAMME,0.5836783194513672,3,391,median,0.748,31
SAMME.R,0.7703178441240695,4,492,most_frequent,0.746,31
SAMME.R,0.7818756839718193,1,393,mean,0.744,31
SAMME,1.7961720366438967,5,441,median,0.742,31
SAMME,0.7271361005093391,5,275,most_frequent,0.743,31
SAMME,0.3606180324832174,3,221,mean,0.749,31
SAMME.R,0.07436144527246905,3,145,mean,0.738,31
SAMME,0.041514906025076286,1,485,median,0.716,31
SAMME.R,0.08855773864560584,2,141,median,0.763,31
SAMME,0.017152044689579378,3,455,mean,0.744,31
SAMME,1.3593059790176667,1,422,median,0.716,31
SAMME,0.03127447176316688,4,378,mean,0.744,31
SAMME.R,0.11485425283798241,8,171,most_frequent,0.724,31
SAMME.R,0.4049529884070063,5,216,mean,0.75,31
SAMME,0.5214906176475691,6,149,median,0.728,31
SAMME.R,0.014888210102217693,7,86,mean,0.688,31
SAMME.R,0.13323899207906825,9,242,most_frequent,0.723,31
SAMME.R,0.6461612408833324,1,194,median,0.738,31
SAMME.R,0.8105733329298337,5,233,mean,0.753,31
SAMME.R,1.69422941791872,7,121,most_frequent,0.733,31
SAMME,0.029608899058731927,7,136,median,0.725,31
SAMME,0.11926491916855843,9,64,mean,0.738,31
SAMME.R,0.10177537730173247,2,151,median,0.749,31
SAMME,1.154060311336836,1,62,most_frequent,0.72,31
SAMME.R,0.20116458378959795,9,219,most_frequent,0.699,31
SAMME,0.015290127544049688,1,209,median,0.7,31
SAMME,0.7818684090520356,1,441,most_frequent,0.724,31
SAMME.R,1.6664640772714217,8,94,mean,0.728,31
SAMME.R,0.023689101131972343,4,130,most_frequent,0.74,31
SAMME,0.5857015226396272,2,458,mean,0.736,31
SAMME.R,0.9588715639298991,10,378,most_frequent,0.756,31
SAMME,0.06393228261873772,5,197,median,0.749,31
SAMME,0.01129240736226026,9,381,median,0.708,31
SAMME.R,0.7078122207875192,2,265,most_frequent,0.713,31
SAMME.R,0.02116424440751328,3,442,most_frequent,0.741,31
SAMME,0.0746913353444311,2,71,mean,0.723,31
SAMME,0.10908060372173452,9,443,most_frequent,0.742,31
SAMME.R,0.04540956243903054,4,455,mean,0.73,31
SAMME.R,0.020750113525124517,3,282,mean,0.743,31
SAMME,0.018725813758317663,3,134,mean,0.732,31
SAMME,0.23091722185849783,9,405,most_frequent,0.743,31
SAMME.R,0.036238470648837735,5,493,median,0.726,31
SAMME.R,0.662673651232337,6,448,mean,0.752,31
SAMME.R,0.24795250462324245,5,82,mean,0.719,31
SAMME,0.0281065562705946,7,408,median,0.727,31
SAMME,0.38780332215294183,2,237,mean,0.739,31
SAMME.R,0.5560667776548237,3,151,median,0.715,31
SAMME,0.12185490611006518,10,267,mean,0.728,31
SAMME,0.20988850269946885,3,441,most_frequent,0.754,31
SAMME,0.19103131845692659,10,175,most_frequent,0.741,31
SAMME.R,0.022841154002054633,2,67,most_frequent,0.727,31
SAMME.R,0.07077378920775491,4,379,most_frequent,0.73,31
SAMME.R,1.223811584691315,7,152,median,0.742,31
SAMME.R,0.4093470685342541,6,219,mean,0.73,31
SAMME,0.026127889353498513,7,259,most_frequent,0.727,31
SAMME,0.03272524225451244,2,412,most_frequent,0.723,31
SAMME,0.8779890831138318,10,406,mean,0.764,31
SAMME,0.06606187622803146,8,335,mean,0.741,31
SAMME.R,0.059669433508140676,1,267,most_frequent,0.744,31
SAMME.R,0.17979244519294788,7,57,most_frequent,0.72,31
SAMME,0.8077114583916507,6,135,most_frequent,0.736,31
SAMME.R,0.05277613471317939,6,164,most_frequent,0.72,31
SAMME.R,0.0913275936106457,3,308,median,0.735,31
SAMME,0.027192973714825496,2,351,most_frequent,0.725,31
SAMME,0.031525379543795674,3,71,most_frequent,0.725,31
SAMME.R,0.03723872034390639,2,114,mean,0.747,31
SAMME,0.22142844247382212,5,239,median,0.756,31
SAMME.R,0.09771640443768213,7,445,mean,0.722,31
SAMME,0.010282707166307008,6,474,most_frequent,0.746,31
SAMME,1.1256155912712529,10,314,most_frequent,0.762,31
SAMME,0.02885169072644201,5,473,median,0.745,31
SAMME,0.1060461559711425,4,250,median,0.74,31
SAMME,0.060256817485757605,9,75,median,0.723,31
SAMME.R,0.013029232199931401,10,397,mean,0.703,31
SAMME,0.06508140919372263,2,246,mean,0.726,31
SAMME,1.3059083777310352,9,191,median,0.74,31
SAMME.R,0.04088442831368013,2,75,mean,0.736,31
SAMME,0.03470537734220219,7,63,mean,0.729,31
SAMME.R,0.04120499489506556,10,167,median,0.73,31
SAMME.R,1.733242051981298,4,120,most_frequent,0.727,31
SAMME,0.027702406235027156,7,216,median,0.726,31
SAMME.R,0.012675191473774144,6,322,most_frequent,0.713,31
SAMME,0.2367924075142517,9,293,mean,0.743,31
SAMME,0.01917010621274658,7,286,mean,0.714,31
SAMME.R,0.34406105886873495,2,186,mean,0.721,31
SAMME.R,0.03482725032865886,3,340,mean,0.745,31
SAMME,0.7053147041270709,3,56,median,0.752,31
SAMME,0.12892155127845023,5,116,most_frequent,0.728,31
SAMME.R,0.05171465099592893,3,451,most_frequent,0.743,31
SAMME,0.24131661984718464,6,85,most_frequent,0.739,31
SAMME,0.14191477098624655,5,346,mean,0.741,31
SAMME,0.05537792913066503,6,156,median,0.739,31
SAMME.R,1.4508218071852772,10,274,most_frequent,0.743,31
SAMME,0.010373129316584078,8,89,most_frequent,0.728,31
SAMME.R,0.9702666640629756,8,100,median,0.741,31
SAMME,0.011921017368971248,5,153,most_frequent,0.734,31
SAMME.R,0.03910386118165808,3,108,mean,0.755,31
SAMME.R,0.06880882578430537,3,326,mean,0.736,31
SAMME,0.09224547362012958,5,192,mean,0.751,31
SAMME,0.2495378396108924,9,74,median,0.728,31
SAMME.R,0.2746996776165901,2,434,most_frequent,0.727,31
SAMME.R,0.019694665265719457,6,315,median,0.734,31
SAMME.R,0.010386944720995286,9,144,mean,0.689,31
SAMME,1.0864138073394236,9,410,median,0.75,31
SAMME,1.2419487541574403,7,206,mean,0.764,31
SAMME,0.055343503674770644,9,174,mean,0.739,31
SAMME,0.012518115383261553,7,327,median,0.723,31
SAMME.R,0.07498799150193096,7,104,most_frequent,0.721,31
SAMME,0.31574824937418705,10,237,most_frequent,0.744,31
SAMME,0.046988931222926286,2,473,median,0.723,31
SAMME.R,0.04016629615348916,9,105,median,0.711,31
SAMME.R,0.029466180267375616,10,249,median,0.726,31
SAMME.R,0.0700628348498363,9,373,most_frequent,0.724,31
SAMME,0.44975503102618664,9,115,most_frequent,0.749,31
SAMME.R,0.0625990538246436,2,246,median,0.759,31
SAMME,0.19940225417238044,5,499,mean,0.751,31
SAMME,0.022257738900840738,10,233,median,0.706,31
SAMME,0.2868746668389138,5,406,most_frequent,0.732,31
SAMME.R,0.0217577073189235,9,430,most_frequent,0.718,31
SAMME,1.0539492322707795,4,166,median,0.726,31
SAMME,0.0309422340565089,7,84,median,0.719,31
SAMME.R,0.5250252718918935,9,74,mean,0.74,31
SAMME.R,0.18682719827896319,7,122,mean,0.735,31
SAMME,0.013754924782398262,3,52,mean,0.718,31
SAMME,0.5263526805977503,8,392,median,0.746,31
SAMME.R,0.17452699598809743,3,53,median,0.76,31
SAMME.R,0.26293404127847564,8,423,median,0.721,31
SAMME,0.09473000969428494,1,383,most_frequent,0.712,31
SAMME.R,0.8773612554274407,10,495,most_frequent,0.753,31
SAMME.R,1.587229159326247,1,233,median,0.724,31
SAMME.R,0.030014544343319703,6,407,most_frequent,0.73,31
SAMME.R,0.09104957472947155,4,367,most_frequent,0.723,31
SAMME.R,0.010513379427140711,3,335,mean,0.751,31
SAMME.R,0.02177546699371208,3,267,mean,0.748,31
SAMME.R,0.029187895426393152,4,468,median,0.714,31
SAMME,0.020584989947814696,5,420,mean,0.757,31
SAMME.R,0.4814048063580464,5,342,mean,0.734,31
SAMME,0.14550907263567664,9,129,most_frequent,0.733,31
SAMME,0.10256694766643336,7,153,mean,0.744,31
SAMME,0.7883220687643366,6,318,median,0.743,31
SAMME.R,0.5030950569219588,9,62,median,0.717,31
SAMME.R,0.018038363529742515,6,100,most_frequent,0.737,31
SAMME.R,0.011478794787101173,7,109,mean,0.694,31
SAMME,0.1748074169228065,7,352,most_frequent,0.749,31
SAMME,0.343959265309192,4,445,most_frequent,0.744,31
SAMME.R,0.035236501078768044,8,166,most_frequent,0.711,31
SAMME.R,0.12888632546995096,10,121,most_frequent,0.741,31
SAMME.R,0.012995797256962052,5,132,median,0.743,31
SAMME,0.2501514129450363,2,377,median,0.74,31
SAMME,0.21806354525497693,7,154,mean,0.753,31
SAMME.R,0.2642442337026814,7,162,mean,0.734,31
SAMME.R,0.013367604897653543,8,323,mean,0.718,31
SAMME,0.19530224455326486,9,340,mean,0.752,31
SAMME.R,0.015448141341809076,9,110,mean,0.695,31
SAMME,0.4705326220583728,7,111,most_frequent,0.741,31
SAMME.R,0.17298929788640835,7,364,median,0.717,31
SAMME.R,0.016453373905113856,8,490,most_frequent,0.723,31
SAMME,0.016159759267741835,8,88,median,0.729,31
SAMME.R,1.0604788346531777,3,170,median,0.704,31
SAMME.R,0.010991806035458605,3,113,median,0.728,31
SAMME,0.4383243130222129,9,118,mean,0.747,31
SAMME.R,0.01437539612625312,5,484,median,0.727,31
SAMME,0.12205520025585032,7,252,most_frequent,0.749,31
SAMME,0.10146217908653428,5,282,median,0.737,31
SAMME.R,0.11484839919879782,2,205,mean,0.75,31
SAMME.R,0.08022008102371472,4,417,most_frequent,0.724,31
SAMME.R,0.34427081484644073,6,147,mean,0.735,31
SAMME.R,0.036031966687291035,10,193,mean,0.707,31
SAMME.R,1.2654578870722717,1,73,median,0.734,31
SAMME.R,0.042604051374893384,7,184,mean,0.707,31
SAMME,0.9816399401773348,1,187,median,0.731,31
SAMME,1.7851644276083551,5,123,median,0.727,31
SAMME.R,0.09467037850726452,10,159,median,0.724,31
SAMME.R,0.018555751439117314,3,313,mean,0.748,31
SAMME,0.016902950197853144,9,475,mean,0.73,31
SAMME,0.014254230601606022,7,87,median,0.722,31
SAMME.R,0.8212118320115,10,63,median,0.735,31
SAMME,0.7395960328289792,7,457,mean,0.746,31
